DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	8q21.3	8	92140833		RUNX1T1 - FLJ46284	ENSG00000079102	ENSG00000248858		37448	558909	rs117566019-A	rs117566019	0	117566019	intergenic_variant	1	0.982	5E-6	5.301029995663981		0.85916	[0.79-0.92]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	22q13.1	22	39164661		FUNDC2P4 - PDGFB	ENSG00000227009	ENSG00000100311		8716	58698	rs139426-G	rs139426	0	139426	intergenic_variant	1	0.656	2E-6	5.698970004336019		0.9582	[0.94-0.98]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2016-06-08	26079190	Galfalvy H	2015-06-16	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/26079190	A genome-wide association study of suicidal behavior.	Suicide	317 European ancestry cases, 1,233 European ancestry controls	NA	7p14.2	7	35254361	TBX20	TBX20 - HERPUD2	ENSG00000164532	ENSG00000122557		261	378298	rs336284-A	rs336284	0	336284	regulatory_region_variant	1	0.45	2E-7	6.698970004336019		1.661	[1.374–2.008]	Illumina [794207]	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST002973	Genome-wide genotyping array
2016-06-08	26079190	Galfalvy H	2015-06-16	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/26079190	A genome-wide association study of suicidal behavior.	Suicide	317 European ancestry cases, 1,233 European ancestry controls	NA	1q32.3	1	213424498	intergenic	RPS6KC1 - RPL31P13	ENSG00000136643	ENSG00000228646		149724	4210	rs320461-A	rs320461	0	320461	intergenic_variant	1	0.23	4E-6	5.3979400086720375		1.697	[1.356–2.123]	Illumina [794207]	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST002973	Genome-wide genotyping array
2016-06-08	26079190	Galfalvy H	2015-06-16	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/26079190	A genome-wide association study of suicidal behavior.	Suicide	317 European ancestry cases, 1,233 European ancestry controls	NA	8p23.1	8	10677867	C8orf74	RP1L1, C8orf74			ENSG00000183638, ENSG00000171060			rs7011192-A	rs7011192	0	7011192	intron_variant	0	0.11	4E-6	5.3979400086720375		2.453	[1.676–3.591]	Illumina [794207]	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST002973	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	6q25.1	6	151203665	NR	RNU6-300P - AKAP12	ENSG00000238616	ENSG00000131016		2221	36302	rs4869998-?	rs4869998	0	4869998	intron_variant	1	NR	3E-7	6.522878745280337		0.02229776	[0.014-0.031] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	13q21.33	13	70979616	NR	MTCL1P1 - LINC00348	ENSG00000226554	ENSG00000226846		55161	35426	rs34399104-?	rs34399104	0	34399104	intergenic_variant	1	NR	4E-11	10.397940008672037		0.09752612	[0.069-0.126] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	14q31.3	14	87430182	NR	LINC02296			ENSG00000258859			rs8004994-?	rs8004994	0	8004994	intron_variant	0	NR	6E-7	6.221848749616356		0.04236247	[0.026-0.059] unit decrease	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	15q12	15	25717062	NR	ATP10A			ENSG00000206190			rs35256367-?	rs35256367	0	35256367	intron_variant	0	NR	1E-8	8.0		0.08832679	[0.058-0.119] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	15q14	15	38729159	NR	LINC02694			ENSG00000175779			rs11073348-?	rs11073348	0	11073348	intron_variant	0	NR	5E-7	6.301029995663981		0.02054891	[0.013-0.029] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	16q21	16	58811061	NR	GEMIN8P2 - RPL12P36	ENSG00000260451	ENSG00000242423		33498	14830	rs13380548-?	rs13380548	0	13380548	intron_variant	1	NR	5E-7	6.301029995663981		0.05864091	[0.036-0.082] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	17p12	17	14352968	NR	HS3ST3B1 - RPS18P12	ENSG00000125430	ENSG00000230897		3564	352108	rs7225272-?	rs7225272	0	7225272	intergenic_variant	1	NR	4E-7	6.3979400086720375		0.03973248	[0.024-0.055] unit decrease	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	17q11.2	17	31850949	NR	GPR160P2 - COPRS	ENSG00000265863	ENSG00000172301		89564	922	rs141572980-?	rs141572980	0	141572980	intergenic_variant	1	NR	6E-7	6.221848749616356		0.06670262	[0.041-0.093] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	19p13.11	19	19345455	NR	MAU2			ENSG00000129933			rs35824797-?	rs35824797	0	35824797	intron_variant	0	NR	1E-7	7.0		0.04121847	[0.026-0.056] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2021-07-02	32998551	Docherty AR	2020-10-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32998551	Genome-Wide Association Study of Suicide Death and Polygenic Prediction of Clinical Antecedents.	Suicide	3,413 European ancestry cases, 14,810 European ancestry controls	NA	19q13.12	19	35204281	NR	FXYD5 - FAM187B	ENSG00000089327	ENSG00000177558		34400	20519	rs77504456-?	rs77504456	0	77504456	intergenic_variant	1	NR	2E-7	6.698970004336019		0.01957054	[0.012-0.027] unit increase	Illumina [7519308] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST011994	Genome-wide genotyping array
2019-09-29	31476763	Otsuka I	2019-09-02	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31476763	Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.	Suicide	746 Japanese ancestry cases, 14,049 Japanese ancestry controls	NA	1p32.2	1	55977556	intergenic	LINC01755 - RPSAP20	ENSG00000233079	ENSG00000229871		27437	230011	rs145791079-C	rs145791079	0	145791079	intron_variant	1	NR	5E-7	6.301029995663981		2.21	[1.62-3.01]	Illumina [8625325] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST008772	Genome-wide genotyping array
2019-09-29	31476763	Otsuka I	2019-09-02	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31476763	Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.	Suicide	746 Japanese ancestry cases, 14,049 Japanese ancestry controls	NA	6q16.1	6	98323152	intergenic	EIF4EBP2P3 - POU3F2	ENSG00000220505	ENSG00000184486		143320	511422	rs1395973-T	rs1395973	0	1395973	intron_variant	1	NR	4E-7	6.3979400086720375		1.3333333	[1.19-1.47]	Illumina [8625325] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST008772	Genome-wide genotyping array
2019-09-29	31476763	Otsuka I	2019-09-02	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31476763	Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.	Suicide	746 Japanese ancestry cases, 14,049 Japanese ancestry controls	NA	6q24.3	6	146158272	GRM1	GRM1			ENSG00000152822			rs6913400-C	rs6913400	0	6913400	intron_variant	0	NR	4E-7	6.3979400086720375		1.6	[1.33-1.91]	Illumina [8625325] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST008772	Genome-wide genotyping array
2019-09-29	31476763	Otsuka I	2019-09-02	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31476763	Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.	Suicide	746 Japanese ancestry cases, 14,049 Japanese ancestry controls	NA	12q24.23	12	118762545	intergenic	LINC02423 - LINC02440	ENSG00000256750	ENSG00000255618		806	10486	rs11069071-T	rs11069071	0	11069071	intergenic_variant	1	NR	7E-7	6.154901959985743		1.31	[1.18-1.46]	Illumina [8625325] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST008772	Genome-wide genotyping array
2019-09-29	31476763	Otsuka I	2019-09-02	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31476763	Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.	Suicide	746 Japanese ancestry cases, 14,049 Japanese ancestry controls	NA	18q12.3	18	40927335	intergenic	RPL17P45 - KC6	ENSG00000267664	ENSG00000267313		782831	538448	rs500042-A	rs500042	0	500042	intergenic_variant	1	NR	3E-7	6.522878745280337		1.49	[1.28-1.73]	Illumina [8625325] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST008772	Genome-wide genotyping array
2019-09-29	31476763	Otsuka I	2019-09-02	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31476763	Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.	Suicide	746 Japanese ancestry cases, 14,049 Japanese ancestry controls	NA	Xp22.2	X	16679060	CTPS2	CTPS2			ENSG00000047230			rs7049850-T	rs7049850	0	7049850	intron_variant	0	NR	1E-7	7.0		1.66	[1.38-2.00]	Illumina [8625325] (imputed)	N	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	GCST008772	Genome-wide genotyping array
2010-10-15	20877300	Perroud N	2010-09-28	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/20877300	Genome-wide association study of increasing suicidal ideation during antidepressant treatment in the GENDEP project.	Suicidal ideation	706 European ancestry individuals	NA	9q21.13	9	72272787	GDA	GDA - RNA5SP285	ENSG00000119125	ENSG00000252428		15594	26933	rs11143230-C	rs11143230	0	11143230	regulatory_region_variant	1	0.35	7E-6	5.154901959985743	(Escitalopram)	2.22	[NR]	Illumina [539199]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST000816	Genome-wide genotyping array
2010-10-15	20877300	Perroud N	2010-09-28	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/20877300	Genome-wide association study of increasing suicidal ideation during antidepressant treatment in the GENDEP project.	Suicidal ideation	706 European ancestry individuals	NA	9q21.13	9	72272787	GDA	GDA - RNA5SP285	ENSG00000119125	ENSG00000252428		15594	26933	rs11143230-C	rs11143230	0	11143230	regulatory_region_variant	1	0.35	8E-7	6.096910013008056	(Whole sample)	1.88	[NR]	Illumina [539199]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST000816	Genome-wide genotyping array
2010-10-15	20877300	Perroud N	2010-09-28	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/20877300	Genome-wide association study of increasing suicidal ideation during antidepressant treatment in the GENDEP project.	Suicidal ideation	706 European ancestry individuals	NA	4p15.2	4	21475367	KCNIP4	KCNIP4			ENSG00000185774			rs358592-?	rs358592	0	358592	intron_variant	0	0.70	3E-6	5.522878745280337	(Escitalopram)	2.56	[NR]	Illumina [539199]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST000816	Genome-wide genotyping array
2010-10-15	20877300	Perroud N	2010-09-28	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/20877300	Genome-wide association study of increasing suicidal ideation during antidepressant treatment in the GENDEP project.	Suicidal ideation	706 European ancestry individuals	NA	8p21.1	8	28065871	intergenic	NUGGC			ENSG00000189233			rs4732812-?	rs4732812	0	4732812	intron_variant	0	0.73	3E-6	5.522878745280337	(Escitalopram)	2.56	[NR]	Illumina [539199]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST000816	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43846407	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		247563	16867	rs2613142-A	rs2613142	0	2613142	intron_variant	1	NR	2E-7	6.698970004336019		2.92		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43837576	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		238732	25698	rs2715651-C	rs2715651	0	2715651	intron_variant	1	NR	4E-7	6.3979400086720375		2.86		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43851494	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		252650	11780	rs1460608-G	rs1460608	0	1460608	intron_variant	1	NR	4E-7	6.3979400086720375		2.86		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43850140	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		251296	13134	rs2722149-G	rs2722149	0	2722149	intron_variant	1	NR	4E-7	6.3979400086720375		2.86		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43838836	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		239992	24438	rs2613149-A	rs2613149	0	2613149	intron_variant	1	NR	4E-7	6.3979400086720375		2.86		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	14q24.3	14	74625102	Intergenic	LTBP2 - AREL1	ENSG00000119681	ENSG00000119682		12724	28335	rs12100626-T	rs12100626	0	12100626	intergenic_variant	1	NR	1E-6	6.0		4.13		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43810818	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		211974	52456	rs2613155-G	rs2613155	0	2613155	intron_variant	1	NR	1E-6	6.0		2.76		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43845544	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		246700	17730	rs2715640-A	rs2715640	0	2715640	intron_variant	1	NR	1E-6	6.0		2.75		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43829363	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		230519	33911	rs2613152-C	rs2613152	0	2613152	intron_variant	1	NR	2E-6	5.698970004336019		2.77		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43817609	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		218765	45665	rs13151415-G	rs13151415	0	13151415	intron_variant	1	NR	2E-6	5.698970004336019		2.62		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43816051	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		217207	47223	rs2678763-G	rs2678763	0	2678763	intron_variant	1	NR	2E-6	5.698970004336019		2.74		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43819773	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		220929	43501	rs2722152-A	rs2722152	0	2722152	intron_variant	1	NR	2E-6	5.698970004336019		2.72		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43838484	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		239640	24790	rs2613150-A	rs2613150	0	2613150	intron_variant	1	NR	2E-6	5.698970004336019		2.1		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43838936	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		240092	24338	rs2715650-G	rs2715650	0	2715650	intron_variant	1	NR	2E-6	5.698970004336019		2.1		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43833811	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		234967	29463	rs2715652-A	rs2715652	0	2715652	intron_variant	1	NR	2E-6	5.698970004336019		2.71		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	14q24.3	14	74628830	Intergenic	LTBP2 - AREL1	ENSG00000119681	ENSG00000119682		16452	24607	rs17101543-A	rs17101543	0	17101543	regulatory_region_variant	1	NR	3E-6	5.522878745280337		4.02		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	8q21.3	8	88999299	Intergenic	RLIG1P3 - RPSAP74	ENSG00000250962	ENSG00000253621		513205	244102	rs17750193-C	rs17750193	0	17750193	intergenic_variant	1	NR	3E-6	5.522878745280337		3.26		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43830871	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		232027	32403	rs2715653-G	rs2715653	0	2715653	intron_variant	1	NR	3E-6	5.522878745280337		2.7		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	4p13	4	43830564	Intergenic	RN7SL691P - RN7SL193P	ENSG00000239464	ENSG00000239679		231720	32710	rs2715654-G	rs2715654	0	2715654	intron_variant	1	NR	3E-6	5.522878745280337		2.7		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
